ID Transaksi,Tanggal,Bulan,Tahun,Usia Pembeli,Gender,Berat Barang (gr),Berapa Kali Transaksi,Waktu Pengiriman (Hari),Ongkos Kirim
4382,29,9,2022,40,L,878,4,7,40000
1957,23,10,2023,78,P,562,17,5,10000
6099,16,12,2024,44,L,917,16,8,40000
9728,16,11,2024,25,P,263,17,9,50000
403,6,8,2023,36,L,264,5,4,10000
4843,8,3,2024,46,L,893,3,4,50000
1982,2,6,2023,75,L,877,1,14,10000
953,28,6,2024,54,L,629,2,4,50000
9989,30,2,2022,64,L,494,7,11,40000
4644,14,10,2024,73,L,960,13,6,40000
6338,28,10,2024,51,L,809,15,12,20000
5907,18,3,2023,57,P,329,5,1,50000
5351,25,4,2023,51,P,719,20,4,10000
8583,31,4,2022,22,L,50,18,2,50000
9909,30,8,2024,47,L,977,19,3,30000
5018,30,12,2022,31,L,903,2,8,40000
1080,18,3,2024,44,P,279,5,3,10000
4521,27,10,2024,45,L,568,8,14,40000
1941,1,2,2023,29,L,491,12,4,20000
3934,29,8,2024,76,L,606,5,1,10000
7292,21,5,2023,64,P,59,18,10,30000
1819,9,3,2022,27,P,304,5,12,20000
1161,25,10,2023,37,P,59,2,7,30000
7068,7,12,2022,75,L,984,20,2,50000
5834,6,11,2024,22,P,611,11,8,10000
2687,12,11,2023,77,L,765,2,1,30000
4266,5,7,2023,74,P,47,5,8,20000
4250,8,10,2023,37,L,719,10,1,40000
2566,3,7,2022,69,P,437,16,12,50000
5535,13,3,2023,40,P,200,12,13,10000
7171,21,4,2023,43,P,429,17,5,40000
6413,29,1,2023,24,P,648,4,5,40000
8193,14,5,2022,74,L,441,10,11,20000
9925,8,11,2023,44,P,201,19,3,50000
9065,12,7,2024,24,L,663,9,6,40000
1357,25,10,2024,58,P,188,16,3,20000
8232,5,8,2023,39,L,307,12,4,10000
2590,22,7,2023,26,L,221,16,2,30000
7959,20,5,2022,64,P,238,12,3,10000
4597,11,1,2024,80,L,423,6,6,40000
6892,31,8,2024,27,L,867,10,2,30000
786,18,8,2023,72,L,252,15,4,20000
5947,23,7,2024,72,L,990,18,2,20000
2380,31,9,2023,33,L,998,2,3,10000
6457,6,11,2022,79,P,432,19,8,10000
5932,14,1,2022,47,P,866,14,10,20000
5744,10,8,2024,21,L,768,8,5,20000
7321,1,2,2023,32,L,565,10,14,40000
7282,9,2,2023,61,P,281,2,8,10000
5709,13,12,2023,67,L,662,4,5,10000
5625,14,11,2024,25,L,740,1,6,10000
205,26,2,2022,80,L,65,10,1,10000
1224,25,9,2023,75,L,445,8,14,50000
1489,8,3,2023,29,L,502,9,6,50000
6107,7,1,2024,25,P,526,12,10,30000
8078,4,4,2024,45,P,970,13,13,40000
3782,12,10,2022,24,L,410,14,12,40000
6381,18,12,2022,77,P,782,10,13,50000
1130,29,8,2023,50,L,643,19,11,40000
3673,2,6,2022,22,L,487,9,9,50000
5349,14,11,2024,58,L,742,8,10,30000
5228,5,5,2022,33,P,988,1,9,40000
5985,7,1,2022,73,L,76,18,3,10000
9302,22,5,2022,23,L,747,15,11,20000
1111,1,10,2024,71,P,414,3,14,10000
9536,9,7,2023,51,P,648,2,5,20000
9533,15,5,2023,21,L,918,5,14,20000
6901,4,2,2024,76,P,642,19,8,50000
3242,17,1,2024,29,L,418,10,13,30000
7135,8,1,2022,61,P,249,15,12,10000
1355,15,4,2024,35,L,159,13,4,40000
6994,22,6,2024,73,P,808,17,4,40000
6639,15,3,2023,47,L,393,13,5,50000
8049,9,3,2023,33,P,700,3,10,40000
4830,23,1,2022,33,L,308,8,13,30000
5340,19,2,2023,70,P,313,6,2,50000
7808,29,6,2023,42,L,162,1,7,10000
4990,21,12,2023,58,P,215,11,9,30000
4841,11,1,2023,46,L,773,18,11,50000
8750,6,2,2022,61,L,51,6,9,30000
4412,11,7,2023,75,P,431,7,4,20000
1034,25,2,2023,43,P,403,12,13,20000
8890,26,8,2022,78,L,45,20,8,10000
598,18,12,2024,40,L,779,19,10,50000
4029,11,9,2022,29,P,270,8,11,10000
7402,13,3,2024,51,L,936,5,11,40000
1896,24,7,2024,25,P,27,5,9,40000
8501,29,12,2022,27,P,535,2,5,50000
1696,17,2,2023,75,P,360,12,5,50000
856,13,10,2024,50,L,653,9,13,40000
8393,10,12,2022,78,L,480,15,3,40000
3918,17,9,2023,74,P,628,3,1,10000
4068,26,2,2022,65,P,370,3,11,50000
1042,2,10,2024,27,P,355,2,4,20000
6759,28,7,2024,29,P,697,1,3,50000
9858,3,12,2023,80,L,976,14,6,20000
6501,21,3,2022,27,L,987,2,11,40000
3930,27,1,2022,45,L,31,19,8,10000
7807,17,12,2024,68,L,726,14,8,30000
8203,17,3,2022,29,L,971,2,11,10000
5143,7,9,2022,39,L,984,5,8,10000
1388,27,12,2023,49,P,389,9,1,10000
9520,15,5,2022,42,P,689,19,14,20000
7587,27,3,2022,57,L,702,15,5,40000
3129,29,11,2024,62,L,102,8,8,20000
9986,27,2,2024,76,P,65,1,6,40000
2223,29,3,2023,46,L,761,12,14,40000
7322,1,4,2024,66,L,13,10,7,10000
2232,4,3,2024,51,L,479,19,14,50000
3482,25,5,2022,40,P,15,18,9,30000
7948,14,12,2023,26,L,851,5,13,50000
4393,23,8,2024,54,P,600,15,3,40000
8061,10,5,2022,78,L,23,7,7,50000
5432,7,2,2022,53,L,305,5,2,20000
2936,26,6,2023,49,P,740,8,9,40000
5164,25,8,2023,33,P,855,2,9,40000
770,11,7,2023,61,L,738,14,9,30000
8616,27,10,2023,27,P,476,14,10,20000
7464,22,2,2022,34,L,472,17,2,50000
7107,16,6,2022,57,L,768,3,5,50000
6572,9,8,2024,58,P,919,7,10,30000
4959,22,8,2023,52,L,844,10,8,20000
301,18,2,2024,69,P,713,3,3,30000
5070,12,2,2023,43,P,206,14,1,20000
7108,13,3,2022,50,P,575,2,3,30000
8650,25,4,2023,73,L,326,16,14,10000
906,24,12,2024,34,P,732,5,10,40000
9208,23,11,2023,51,L,415,7,1,20000
4232,20,4,2023,67,L,692,18,12,40000
1899,27,4,2023,36,L,170,20,5,50000
9653,29,8,2024,42,P,904,18,12,10000
1981,29,10,2024,26,L,338,2,4,30000
6491,25,8,2023,78,P,661,15,9,30000
2430,20,4,2024,34,P,15,1,5,20000
9110,23,3,2023,49,L,224,18,13,10000
24,3,10,2022,38,L,435,13,2,40000
7185,10,8,2022,66,L,274,10,4,30000
204,25,1,2022,27,L,413,8,11,30000
9480,14,4,2022,62,P,440,18,4,20000
2925,2,6,2023,70,L,406,19,11,20000
8596,9,5,2024,65,P,501,1,3,30000
2758,9,4,2023,29,P,836,11,5,50000
39,30,4,2024,33,P,813,19,14,50000
2044,16,7,2023,44,L,898,1,10,10000
5091,14,11,2024,51,P,35,11,4,50000
6704,22,11,2023,60,P,224,15,8,30000
9006,8,1,2022,46,P,531,14,12,30000
5397,9,5,2024,45,P,646,13,14,10000
517,30,11,2022,41,P,930,19,6,10000
8756,18,11,2023,38,P,669,4,3,50000
5560,30,12,2024,33,L,127,14,12,50000
5481,20,12,2022,26,P,529,17,14,40000
9685,10,3,2022,54,L,477,4,10,50000
308,2,7,2022,40,P,721,17,6,50000
1901,14,2,2022,37,L,407,3,14,40000
9109,26,1,2023,52,L,510,6,2,50000
4882,9,9,2023,73,L,566,19,6,50000
5965,6,9,2022,42,L,941,7,9,40000
6236,22,5,2023,72,L,601,4,5,30000
469,9,7,2023,72,P,53,8,10,40000
3254,25,9,2022,64,L,332,10,3,40000
1625,16,6,2022,21,L,921,13,1,20000
8112,26,2,2022,51,P,428,12,13,50000
4423,13,8,2023,61,P,531,20,9,20000
1317,6,10,2024,59,L,961,20,13,30000
183,17,12,2022,38,L,188,10,6,40000
9685,30,11,2022,76,P,979,20,2,40000
7561,14,7,2023,70,L,910,2,1,50000
162,25,8,2024,72,P,348,12,1,30000
6557,1,2,2022,38,P,133,18,12,40000
2170,26,4,2024,72,P,324,7,11,30000
7767,30,4,2023,27,P,98,6,13,40000
9050,21,5,2024,32,P,410,1,5,40000
7890,25,11,2022,31,P,29,6,10,40000
6204,18,6,2024,52,P,710,14,1,20000
4565,31,2,2024,51,L,816,6,11,10000
6002,9,2,2022,35,L,717,20,2,40000
5914,31,6,2022,40,P,195,12,6,10000
2229,13,6,2024,80,P,99,16,9,10000
8974,1,3,2023,25,L,409,10,11,30000
2271,4,2,2022,80,L,489,8,6,10000
5231,9,4,2023,35,P,546,2,8,20000
3132,20,5,2022,27,L,671,12,5,40000
3426,11,10,2024,46,P,35,13,9,30000
6447,23,2,2023,21,L,747,12,6,50000
4024,26,3,2024,70,P,116,6,2,50000
1582,4,6,2024,55,P,802,15,7,20000
7931,11,11,2024,54,P,586,9,8,10000
8271,17,6,2024,78,L,673,1,12,30000
8466,8,10,2022,78,P,756,3,3,10000
2339,11,4,2023,79,P,635,15,13,40000
240,12,9,2022,80,L,38,5,12,20000
2061,27,8,2022,37,L,412,2,12,20000
6040,25,12,2024,47,P,831,7,6,50000
4643,12,6,2023,57,L,370,3,9,40000
649,22,5,2024,61,P,317,20,6,30000
3787,15,4,2023,63,P,423,20,8,40000
471,18,11,2024,44,P,701,11,1,20000
8884,27,2,2022,63,P,338,17,14,30000
8454,13,2,2022,73,L,428,14,8,20000
4335,29,2,2023,25,P,28,3,1,10000
2575,16,5,2023,65,L,41,6,4,50000
4649,19,9,2023,69,P,935,2,5,30000
6177,28,1,2022,54,L,15,14,5,30000
4680,11,7,2023,61,P,962,20,6,30000
5534,29,3,2024,30,L,950,10,11,10000
8696,19,5,2024,44,P,440,6,7,10000
2278,21,11,2023,79,L,519,8,13,10000
7019,30,6,2024,22,L,353,13,9,30000
8250,28,3,2022,33,P,964,17,4,20000
4472,16,10,2024,75,P,432,6,14,50000
5287,6,4,2022,28,P,826,4,1,40000
7086,2,9,2022,23,L,964,6,4,30000
6664,9,1,2024,36,P,735,1,6,40000
6342,24,10,2022,36,P,322,6,7,50000
470,19,12,2023,47,P,418,9,2,10000
3214,26,5,2024,23,P,680,4,7,20000
5652,14,2,2023,79,P,713,19,5,20000
6752,19,9,2024,70,P,808,14,8,30000
1628,14,2,2022,25,L,281,7,5,20000
3457,11,12,2024,61,L,566,12,3,50000
8433,30,12,2024,78,L,682,8,3,10000
1875,14,1,2023,75,L,614,1,14,20000
1375,7,2,2023,31,L,814,15,10,40000
452,10,7,2024,72,L,209,20,11,20000
1896,26,3,2022,79,P,748,12,8,50000
8332,30,5,2022,59,P,158,16,5,40000
5941,23,8,2024,73,L,906,4,4,30000
7687,20,10,2024,38,L,250,18,1,40000
5815,12,3,2024,76,P,650,13,8,40000
9177,14,3,2022,66,P,774,3,9,30000
3601,20,8,2024,58,P,331,2,10,30000
3308,4,9,2022,73,L,918,4,1,10000
8673,9,11,2024,22,L,950,11,2,10000
6799,15,6,2023,24,L,248,9,12,10000
4506,18,9,2022,60,L,200,15,11,40000
6357,15,6,2023,26,P,61,1,12,10000
3948,26,4,2022,41,L,786,9,2,10000
6985,1,8,2022,51,L,110,12,9,30000
9744,19,2,2022,68,P,53,3,7,30000
2147,25,9,2023,39,P,293,2,6,10000
3685,22,1,2024,75,P,661,14,3,10000
1652,28,2,2022,24,L,806,19,13,10000
3579,1,4,2023,26,P,880,5,8,30000
23,10,8,2024,48,P,866,17,12,30000
5114,24,2,2023,24,P,681,20,14,40000
366,8,12,2023,33,L,922,16,13,20000
519,30,12,2024,48,L,199,11,12,30000
8302,20,8,2024,61,L,684,17,5,50000
4670,16,8,2024,46,L,314,15,7,40000
2505,31,6,2023,29,P,925,3,14,20000
8051,2,7,2023,52,L,646,9,9,10000
547,6,2,2023,25,L,326,4,7,50000
3094,20,11,2024,26,L,310,14,5,50000
1259,1,1,2022,65,L,715,6,12,50000
3683,22,2,2022,63,L,910,16,11,30000
3428,29,5,2024,42,L,245,20,4,10000
1075,22,6,2022,38,L,880,4,13,40000
2986,24,5,2022,23,P,137,19,12,40000
443,7,11,2022,65,P,260,5,2,40000
8467,13,12,2023,22,L,242,3,6,40000
73,19,8,2024,73,P,651,17,6,40000
5419,2,12,2024,55,L,316,3,6,20000
9418,23,8,2023,39,P,623,6,9,50000
454,6,11,2023,44,L,866,4,5,40000
6137,22,4,2024,80,P,317,8,9,10000
8710,24,9,2023,51,P,138,15,5,20000
8202,31,6,2022,80,L,832,5,8,20000
2089,2,10,2022,51,L,741,7,4,50000
8793,31,11,2024,44,L,777,5,6,30000
710,26,2,2023,58,L,572,13,4,30000
3778,9,3,2024,50,L,478,8,9,40000
2174,9,12,2024,35,L,834,14,11,40000
9164,4,6,2024,52,P,863,8,10,50000
2524,28,4,2023,65,P,992,2,5,40000
3901,31,12,2024,61,P,397,14,14,20000
101,2,8,2023,55,P,307,5,13,10000
3900,25,2,2022,40,L,905,6,9,50000
2674,1,2,2023,41,P,266,11,6,50000
2778,24,4,2023,43,P,250,10,5,10000
8924,30,3,2023,72,L,491,20,10,10000
8863,1,5,2024,43,P,318,1,5,10000
621,25,11,2023,53,L,327,19,14,40000
8359,14,2,2023,35,L,61,14,5,30000
6816,23,9,2022,42,P,373,12,9,30000
2173,12,6,2022,34,L,670,19,11,40000
7482,27,7,2024,64,L,374,1,5,20000
8963,9,1,2024,29,L,574,2,3,10000
7833,6,3,2023,46,L,816,8,10,20000
7452,19,12,2022,76,P,691,16,8,20000
9885,8,2,2023,32,L,931,9,7,10000
5864,8,1,2023,45,L,179,19,12,40000
2468,16,8,2022,37,P,385,4,7,50000
2683,19,2,2024,40,P,930,18,12,50000
8033,30,11,2024,78,P,995,9,9,50000
8713,11,5,2022,53,L,553,8,6,20000
4368,19,2,2022,80,P,953,4,6,30000
9392,6,1,2022,76,L,839,6,10,20000
7778,24,5,2023,21,P,362,5,14,50000
5890,14,9,2024,55,L,717,12,5,20000
1470,8,12,2024,68,L,154,4,3,40000
7017,26,3,2024,59,P,928,2,6,50000
1641,17,2,2024,26,P,996,4,13,20000
7666,26,6,2023,66,L,255,7,5,40000
2483,12,3,2024,68,P,804,7,2,40000
6450,25,11,2022,56,L,315,10,6,30000
1256,30,3,2023,24,P,236,4,2,50000
3417,5,4,2023,32,L,824,10,2,10000
1228,22,9,2023,71,L,160,15,14,10000
8937,8,4,2024,71,P,423,19,9,20000
6895,27,12,2022,58,P,119,1,7,40000
3456,2,4,2023,56,L,315,15,4,30000
2490,14,9,2024,58,P,7,10,3,10000
9790,15,4,2024,42,L,848,3,14,30000
1356,20,11,2022,78,L,287,9,6,40000
531,10,6,2024,31,L,883,2,13,30000
4606,2,1,2023,39,P,269,7,11,10000
9739,29,10,2022,33,P,374,16,11,30000
1681,18,3,2022,65,L,350,5,14,30000
7837,24,11,2024,69,P,150,10,6,30000
1194,25,8,2022,76,P,280,12,1,50000
3298,22,2,2024,53,L,634,11,5,20000
16,24,7,2024,64,L,772,19,11,50000
6957,29,10,2024,52,P,754,13,12,20000
3916,17,12,2023,66,L,532,18,12,20000
1681,23,8,2022,61,P,534,10,10,10000
2251,3,9,2023,49,P,856,2,10,10000
9082,24,7,2023,63,P,230,10,3,10000
1107,1,7,2024,78,P,133,20,1,40000
1309,2,7,2022,77,L,736,18,4,10000
9228,3,7,2024,43,L,533,3,13,30000
1511,20,5,2024,53,L,512,13,7,20000
5710,8,12,2023,34,P,482,13,4,20000
8443,21,6,2023,68,L,587,18,9,20000
5405,27,8,2024,66,P,68,18,7,50000
7523,28,4,2022,77,L,274,12,11,50000
7038,16,9,2022,79,L,67,11,3,20000
6146,19,5,2023,39,P,40,9,13,30000
9141,2,6,2024,76,L,602,15,7,10000
4452,27,7,2024,77,P,569,18,12,20000
2425,20,11,2024,61,L,490,19,2,30000
5169,28,7,2023,68,P,226,9,4,10000
2619,28,2,2024,36,L,741,5,12,30000
9648,30,2,2023,56,L,429,13,10,50000
3221,23,7,2024,66,P,932,2,13,30000
7114,25,1,2023,74,L,62,8,10,10000
1679,8,6,2023,74,P,774,9,4,50000
57,8,3,2023,27,L,816,12,11,40000
429,16,10,2023,51,P,35,2,4,10000
5108,22,6,2022,60,L,310,19,3,20000
5945,7,12,2022,78,L,325,2,7,50000
7421,11,7,2022,23,L,219,16,11,20000
7432,20,2,2023,26,L,778,16,2,20000
773,20,10,2023,79,P,573,10,10,50000
1942,23,3,2024,80,L,982,16,3,30000
5465,20,12,2024,58,P,559,9,7,20000
483,28,10,2022,30,L,920,14,6,40000
9512,6,1,2022,30,L,679,8,3,20000
8752,15,4,2022,57,P,180,8,5,40000
1284,1,9,2024,31,L,159,16,4,30000
476,7,5,2024,24,L,886,6,10,10000
3573,1,6,2024,60,L,996,6,8,30000
4412,5,12,2022,53,P,825,11,7,50000
3075,20,11,2023,29,L,720,20,7,30000
9116,24,4,2024,33,L,951,3,10,40000
291,27,8,2023,52,L,668,19,8,30000
2238,28,2,2024,24,P,881,5,12,30000
1838,15,2,2024,27,L,342,11,6,20000
395,30,1,2024,36,P,526,12,5,10000
8661,19,5,2024,28,L,32,2,9,50000
9656,18,2,2022,76,L,64,4,9,40000
3866,3,4,2022,52,L,246,3,4,30000
4318,19,10,2022,49,L,800,16,3,20000
9930,17,5,2024,35,P,983,6,11,20000
616,7,3,2022,45,P,185,9,6,20000
6381,25,11,2022,26,L,775,11,8,10000
9264,18,3,2023,44,L,928,7,7,10000
3834,3,6,2022,47,P,876,20,14,40000
6768,11,9,2024,49,L,433,1,2,10000
1300,9,7,2022,80,L,727,19,8,50000
8198,2,12,2023,70,L,143,1,9,10000
7858,30,1,2024,60,P,449,13,7,20000
38,6,3,2024,57,P,215,8,1,40000
2366,24,7,2022,70,L,99,16,1,50000
7265,23,9,2024,23,P,938,1,3,10000
6654,8,12,2022,29,L,436,15,6,20000
706,15,9,2024,73,P,52,19,11,40000
8496,28,9,2023,78,L,702,6,3,50000
548,29,12,2023,46,L,810,16,11,50000
5172,25,7,2024,35,P,334,11,5,50000
8384,8,10,2024,46,P,328,2,9,10000
6080,16,8,2022,45,P,805,7,8,10000
3160,25,2,2024,57,P,776,14,13,20000
7028,26,11,2024,48,L,17,14,7,50000
3820,26,9,2023,41,L,972,4,14,30000
9066,12,4,2024,36,L,62,16,8,20000
6153,28,4,2023,70,P,50,9,13,30000
3771,25,11,2022,43,P,34,19,8,20000
97,22,11,2022,44,P,611,12,13,10000
3240,3,11,2024,35,L,364,12,3,40000
2599,16,8,2024,69,P,928,3,13,20000
3274,2,6,2023,32,L,240,4,11,10000
5393,1,4,2022,55,P,47,14,14,30000
1230,6,1,2022,72,L,690,7,7,10000
9469,8,12,2024,54,P,349,17,9,50000
7323,20,8,2024,57,L,986,17,8,30000
2453,5,9,2022,61,L,166,19,12,10000
576,23,3,2024,68,P,367,15,2,10000
3948,28,7,2024,74,P,70,14,10,20000
3237,17,2,2023,77,P,381,4,5,40000
1200,16,11,2024,35,P,511,19,2,50000
3184,13,5,2023,29,L,465,9,8,40000
3517,14,4,2023,41,P,494,6,9,30000
6089,5,8,2024,52,P,536,8,5,30000
7711,1,9,2024,66,L,745,17,5,30000
8589,4,10,2024,21,P,988,17,6,30000
116,14,4,2024,21,L,135,15,6,40000
7535,1,9,2023,24,P,675,7,14,50000
5295,6,7,2024,73,P,985,7,3,10000
1917,21,1,2022,74,L,400,7,3,40000
899,21,11,2023,34,P,975,9,12,10000
3648,17,10,2023,69,L,18,12,14,10000
1980,26,6,2024,27,L,554,15,8,40000
9013,26,10,2023,21,L,310,3,14,50000
1309,27,10,2024,25,P,948,14,9,50000
3899,16,8,2023,51,L,371,19,7,50000
9540,9,7,2023,31,L,486,7,13,10000
175,2,9,2022,64,P,294,16,12,50000
4930,30,11,2022,64,P,222,13,11,40000
5948,11,10,2024,26,L,510,20,10,10000
8526,7,4,2022,46,P,521,4,11,30000
8267,2,2,2022,60,L,383,19,3,20000
1086,31,12,2023,79,P,542,17,9,10000
46,27,8,2022,33,L,291,7,2,40000
1324,19,1,2024,62,P,724,9,2,10000
6575,4,8,2022,64,P,963,7,11,40000
3432,7,1,2023,58,L,888,2,10,30000
8410,26,12,2023,22,L,935,12,8,50000
9422,8,7,2024,24,L,832,18,7,50000
9919,30,5,2023,33,L,961,12,2,40000
21,19,11,2023,78,P,369,18,12,30000
2012,27,11,2023,57,L,329,8,12,20000
6637,3,3,2024,29,P,864,6,12,40000
1200,23,2,2023,68,L,366,17,4,20000
5692,1,11,2023,74,L,496,1,12,10000
5648,21,5,2022,70,L,478,17,11,10000
9386,14,9,2022,45,L,509,11,9,10000
7065,17,12,2023,33,P,133,18,14,50000
5203,17,3,2023,38,P,859,5,14,30000
39,12,2,2023,46,L,168,1,2,20000
1478,8,7,2023,78,L,332,3,6,10000
4482,17,12,2023,26,P,338,3,7,40000
1869,10,1,2024,56,L,405,3,13,40000
9036,18,10,2024,41,P,480,14,5,20000
1123,5,11,2024,55,P,418,16,2,40000
3675,21,5,2022,75,L,448,20,9,10000
9733,30,11,2022,45,L,635,14,8,30000
482,18,9,2023,23,L,563,7,12,10000
425,23,4,2023,64,P,903,8,6,20000
1105,28,3,2024,72,L,919,4,11,10000
7245,27,1,2022,72,L,250,5,10,30000
1083,17,3,2023,52,P,963,14,9,40000
4643,23,2,2023,45,L,884,12,11,40000
8489,2,4,2024,52,P,353,16,12,10000
1235,1,5,2022,43,P,429,15,3,10000
5785,30,9,2024,21,P,208,18,12,10000
352,12,4,2022,34,P,677,3,11,40000
6397,23,9,2024,30,P,758,9,6,40000
5416,3,10,2022,28,P,839,16,14,20000
5337,7,10,2023,40,L,246,2,12,30000
761,2,9,2024,76,P,999,9,14,10000
7949,1,5,2023,27,P,584,16,6,50000
6469,20,4,2023,63,P,110,9,4,50000
386,27,9,2023,70,L,606,12,3,20000
6239,28,7,2024,31,P,274,4,7,50000
4134,6,11,2023,51,P,132,15,12,10000
4577,5,9,2022,48,P,561,19,1,40000
335,11,12,2023,58,P,484,14,9,50000
9071,12,7,2023,49,P,365,14,3,30000
1273,4,8,2022,61,L,532,9,12,10000
4556,21,5,2022,75,L,690,17,6,10000
6766,24,7,2023,56,P,429,20,7,50000
8362,3,3,2023,36,P,996,2,1,30000
3903,7,10,2024,28,L,282,4,11,10000
303,5,7,2024,64,P,132,5,14,20000
3766,9,5,2024,56,P,984,6,14,10000
8641,19,1,2023,22,P,393,1,14,40000
4940,31,7,2023,60,P,833,20,7,10000
6276,28,8,2022,23,L,257,15,1,30000
4594,28,3,2024,76,L,930,9,4,50000
5900,27,9,2022,60,P,686,20,9,30000
9582,17,4,2022,42,P,297,13,8,10000
7995,4,11,2023,68,L,374,12,7,10000
6288,25,2,2024,65,P,196,6,5,50000
7158,6,1,2023,74,L,587,16,13,10000
2,3,11,2024,79,P,313,16,2,50000
6375,8,10,2023,70,L,175,18,4,20000
9628,20,5,2022,80,L,226,10,4,30000
2688,28,8,2023,22,P,814,10,3,10000
8869,15,7,2022,63,P,838,3,5,50000
1460,21,2,2023,23,P,242,16,4,10000
9476,26,12,2023,62,L,200,16,2,10000
2144,14,4,2022,68,L,628,11,7,50000
1113,29,8,2023,39,L,469,17,14,20000
8856,27,5,2024,78,L,444,9,3,30000
6777,22,11,2023,29,P,370,13,1,50000
3642,8,11,2022,68,P,330,16,9,30000
3355,7,2,2023,32,P,188,2,10,50000
9638,5,1,2022,33,P,193,8,3,50000
190,31,9,2022,24,P,452,14,3,50000
4451,15,9,2022,69,P,372,18,11,20000
3316,24,8,2024,80,L,201,10,14,30000
7371,30,12,2024,22,P,884,5,14,10000
8328,9,4,2023,52,P,313,20,7,40000
7109,1,2,2023,66,P,928,20,3,10000
8912,6,8,2022,38,L,752,12,9,50000
94,13,5,2024,33,P,985,15,4,50000
4354,12,8,2022,42,P,891,1,5,30000
7847,1,4,2023,54,L,919,15,2,30000
6123,7,12,2022,39,L,307,18,4,10000
7922,30,12,2022,63,L,977,8,11,10000
1721,23,12,2024,21,L,969,17,11,40000
7124,24,1,2023,52,L,171,9,7,20000
1140,4,6,2022,38,L,290,1,1,40000
1979,22,1,2022,36,P,437,10,5,10000
9305,24,5,2024,67,P,196,12,6,30000
7481,17,2,2022,66,P,657,12,14,30000
5220,16,7,2024,42,P,578,10,4,20000
6992,3,7,2022,24,L,895,20,6,50000
8276,10,9,2023,36,P,69,11,3,20000
7130,23,4,2023,32,L,443,11,6,30000
7815,31,6,2023,79,L,978,8,7,40000
3026,21,10,2024,53,P,78,6,8,50000
4595,15,3,2024,42,P,947,18,2,20000
3218,20,4,2022,40,L,442,15,1,20000
8803,26,9,2022,79,P,508,9,2,50000
3887,22,7,2023,32,L,978,16,13,10000
9642,7,4,2023,24,L,579,3,2,10000
1563,28,8,2023,35,P,486,2,3,40000
6875,14,7,2023,26,L,456,11,10,50000
936,9,2,2022,55,L,213,11,5,10000
5,12,6,2024,76,P,17,16,1,50000
48,31,2,2024,70,L,816,20,2,20000
8451,30,3,2024,30,L,622,6,11,20000
7832,17,12,2022,46,L,684,15,3,30000
1716,3,10,2024,36,L,258,15,8,40000
7819,4,10,2024,75,P,148,2,10,10000
5919,18,11,2024,43,P,411,12,12,40000
3564,23,12,2022,31,L,52,3,14,30000
5599,13,12,2024,53,L,342,11,6,10000
9960,9,4,2023,55,L,871,1,3,40000
4277,8,1,2024,72,L,435,1,1,50000
4331,31,6,2023,65,L,508,17,5,20000
9784,6,7,2022,22,L,247,8,9,40000
4361,11,2,2022,49,P,936,16,4,10000
7857,6,8,2022,41,L,454,14,5,10000
4650,4,10,2023,30,P,674,9,13,30000
5595,8,6,2022,53,P,630,10,8,20000
6907,6,9,2022,31,P,424,15,11,40000
3473,14,7,2024,39,L,376,12,2,30000
3025,29,8,2024,77,P,432,14,2,50000
374,27,3,2022,69,P,744,5,7,10000
8091,21,7,2022,36,L,580,20,4,30000
9181,24,12,2024,61,L,801,2,12,50000
7758,28,9,2024,23,L,960,2,8,50000
5660,15,5,2024,61,P,699,9,11,20000
5820,27,2,2024,41,P,740,5,7,40000
4542,24,3,2024,59,P,914,15,14,30000
499,4,10,2022,71,L,902,19,6,40000
3297,22,10,2024,42,L,479,6,9,50000
3625,31,12,2024,62,P,402,13,1,50000
6202,2,2,2024,58,P,610,2,13,10000
2359,6,6,2022,67,P,825,4,14,10000
774,28,6,2024,37,L,303,7,3,50000
2773,22,1,2022,36,L,323,7,7,20000
6029,5,4,2022,62,P,269,16,4,40000
322,15,12,2023,56,L,465,5,10,20000
553,31,2,2023,38,P,557,5,9,20000
8009,4,1,2024,74,P,404,1,10,50000
403,31,8,2022,54,L,548,13,1,10000
794,10,4,2022,74,L,254,9,10,30000
2402,5,1,2022,42,P,500,9,11,40000
971,22,2,2024,77,L,329,8,5,20000
3960,26,8,2022,68,P,463,2,7,40000
9204,28,12,2023,24,L,379,14,12,50000
6525,19,9,2024,31,L,500,11,12,30000
2037,3,2,2024,50,L,228,12,11,40000
7851,18,7,2022,64,P,777,1,6,50000
3271,18,4,2023,62,L,640,4,14,10000
9562,19,1,2024,69,P,369,15,6,20000
6330,6,7,2023,79,P,832,2,9,50000
2014,23,3,2023,66,L,675,18,3,20000
3026,1,8,2022,45,L,703,1,3,40000
7701,19,2,2022,63,L,636,9,7,10000
8749,20,10,2023,65,L,862,14,14,50000
6850,24,10,2024,75,L,677,8,9,40000
5632,23,4,2023,44,L,802,14,3,10000
3753,5,12,2022,26,P,966,15,9,40000
1237,5,3,2022,23,L,403,1,9,20000
3897,20,5,2023,56,L,984,10,8,40000
2739,26,6,2022,41,L,572,18,3,40000
7706,5,3,2023,38,P,623,11,8,50000
5765,28,8,2024,51,P,152,1,11,50000
3956,10,4,2024,33,P,846,10,8,30000
2350,22,9,2024,58,L,272,6,4,30000
1168,12,3,2023,51,L,847,19,10,40000
9605,19,12,2023,52,P,882,10,12,50000
3884,29,11,2023,35,L,71,7,5,30000
